11/6/22 1:08 PM
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	#Files	
Total:           	   71707	630567	                    2753826	                      3312828	   891	
Remaining:       	   70016	626001	                    2730507	                      3286574	   880	
Unique:          	   63358	594837	                    2598259	                      3129849	   869	
Unique Remaining:	   61882	590723	                    2577050	                      3105947	   858	


Estatísticas do arquivo individual:

File Name                                                                                  	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
Scripts/Content/Story/Dialoge/City/DIA_NONE_6240_Homeless.d.json                           	            71	                70	             53	                       53	        513	            511	         483	                   483	                             2171	                                 2165	                              2017	                                        2017	                               2613	                                   2606	                                2447	                                          2447	
Scripts/Content/Story/Dialoge/City/DIA_NONE_6239_Caspar.d.json                             	           124	               124	            106	                      106	       1020	           1020	         952	                   952	                             4443	                                 4443	                              4166	                                        4166	                               5340	                                   5340	                                5013	                                          5013	
Scripts/Content/Story/Dialoge/City/DIA_NONE_500_Ramsey.d.json                              	            79	                79	             69	                       69	        792	            792	         760	                   760	                             3534	                                 3534	                              3382	                                        3382	                               4247	                                   4247	                                4073	                                          4073	
Scripts/Content/Story/Dialoge/City/DIA_NONE_2246_Bradlock.d.json                           	           284	               284	            242	                      242	       2247	           2247	        2124	                  2124	                             9688	                                 9688	                              9145	                                        9145	                              11654	                                  11654	                               11030	                                         11030	
Scripts/Content/Story/Dialoge/City/DIA_NONE_2009_Lennart_KQ402.d.json                      	             7	                 7	              6	                        6	         45	             45	          42	                    42	                              193	                                  193	                               183	                                         183	                                231	                                    231	                                 219	                                           219	
Scripts/Content/Story/Dialoge/City/DIA_NONE_2009_Lennart.d.json                            	           293	               293	            243	                      243	       2601	           2601	        2467	                  2467	                            11467	                                11467	                             10905	                                       10905	                              13778	                                  13778	                               13131	                                         13131	
Scripts/Content/Story/Dialoge/City/DIA_NONE_14133_Hobo.d.json                              	             2	                 2	              2	                        2	         13	             13	          13	                    13	                               54	                                   54	                                54	                                          54	                                 65	                                     65	                                  65	                                            65	
Scripts/Content/Story/Dialoge/City/DIA_NONE_14000_Thief.d.json                             	            14	                14	             11	                       11	        113	            113	         106	                   106	                              481	                                  481	                               444	                                         444	                                580	                                    580	                                 539	                                           539	
Scripts/Content/Story/Dialoge/City/DIA_NONE_1396_InExtremo_Flex_Sack.d.json                	            13	                13	             10	                       10	         83	             83	          74	                    74	                              341	                                  341	                               305	                                         305	                                411	                                    411	                                 369	                                           369	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13941_Q308_Hobo.d.json                         	            13	                12	              9	                        9	        101	             98	          84	                    84	                              416	                                  406	                               348	                                         348	                                504	                                    492	                                 423	                                           423	
Scripts/Content/Story/Dialoge/City/DIA_NONE_1393_InExtremo_Unicorn.d.json                  	           194	               194	            179	                      179	       1454	           1454	        1404	                  1404	                             6286	                                 6286	                              6068	                                        6068	                               7547	                                   7547	                                7294	                                          7294	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13803_PotionSeller.d.json                      	             1	                 1	              1	                        1	          6	              6	           6	                     6	                               26	                                   26	                                26	                                          26	                                 31	                                     31	                                  31	                                            31	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13794_CemeteryMadman.d.json                    	            10	                10	              7	                        7	         48	             48	          45	                    45	                              234	                                  234	                               220	                                         220	                                272	                                    272	                                 258	                                           258	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13793_Widow.d.json                             	            30	                30	             25	                       25	        228	            228	         218	                   218	                              912	                                  912	                               863	                                         863	                               1111	                                   1111	                                1057	                                          1057	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13792_DrunkHobo.d.json                         	            13	                13	             10	                       10	         73	             73	          62	                    62	                              313	                                  313	                               267	                                         267	                                373	                                    373	                                 319	                                           319	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13791_StrangeCook.d.json                       	            13	                13	             10	                       10	         87	             87	          79	                    79	                              374	                                  374	                               341	                                         341	                                448	                                    448	                                 410	                                           410	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13788_Fisherman.d.json                         	             1	                 1	              1	                        1	          9	              9	           9	                     9	                               34	                                   34	                                34	                                          34	                                 42	                                     42	                                  42	                                            42	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13783_Fisherman.d.json                         	            11	                11	              9	                        9	         54	             54	          49	                    49	                              210	                                  210	                               191	                                         191	                                253	                                    253	                                 231	                                           231	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13781_Smith.d.json                             	            12	                12	              7	                        7	         57	             57	          41	                    41	                              238	                                  238	                               174	                                         174	                                283	                                    283	                                 208	                                           208	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13762_RingThug.d.json                          	            16	                16	             13	                       13	        111	            111	         107	                   107	                              429	                                  429	                               416	                                         416	                                524	                                    524	                                 510	                                           510	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13749_ScarMan.d.json                           	            15	                15	             14	                       14	         97	             97	          96	                    96	                              389	                                  389	                               386	                                         386	                                471	                                    471	                                 468	                                           468	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13640_VolkerGuard.d.json                       	            17	                17	             14	                       14	        124	            124	         110	                   110	                              505	                                  505	                               446	                                         446	                                612	                                    612	                                 542	                                           542	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13638_Fisherman.d.json                         	            12	                12	              7	                        7	         39	             39	          30	                    30	                              160	                                  160	                               118	                                         118	                                187	                                    187	                                 141	                                           141	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13599_Refugee.d.json                           	             9	                 9	              5	                        5	         77	             77	          64	                    64	                              310	                                  310	                               255	                                         255	                                378	                                    378	                                 314	                                           314	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13595_Refugee.d.json                           	             1	                 1	              1	                        1	         19	             19	          19	                    19	                               89	                                   89	                                89	                                          89	                                107	                                    107	                                 107	                                           107	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13592_Refugee.d.json                           	            12	                12	              9	                        9	         79	             79	          74	                    74	                              329	                                  329	                               306	                                         306	                                396	                                    396	                                 371	                                           371	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13591_Refugee.d.json                           	            23	                22	             11	                       11	        154	            153	         122	                   122	                              649	                                  642	                               502	                                         502	                                780	                                    773	                                 613	                                           613	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13590_Refugee.d.json                           	            14	                14	             10	                       10	        110	            110	         101	                   101	                              495	                                  495	                               457	                                         457	                                591	                                    591	                                 548	                                           548	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13588_Thug.d.json                              	             5	                 5	              5	                        5	         41	             41	          41	                    41	                              183	                                  183	                               183	                                         183	                                219	                                    219	                                 219	                                           219	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13580_Hobo.d.json                              	             6	                 6	              5	                        5	         33	             33	          31	                    31	                              151	                                  151	                               143	                                         143	                                178	                                    178	                                 169	                                           169	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13578_Hobo.d.json                              	             7	                 7	              7	                        7	         52	             52	          52	                    52	                              240	                                  240	                               240	                                         240	                                285	                                    285	                                 285	                                           285	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13576_Hobo.d.json                              	             2	                 2	              2	                        2	         14	             14	          14	                    14	                               50	                                   50	                                50	                                          50	                                 62	                                     62	                                  62	                                            62	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13543_Worker.d.json                            	            15	                15	             11	                       11	        123	            123	         111	                   111	                              528	                                  528	                               479	                                         479	                                636	                                    636	                                 579	                                           579	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13517_Daniel.d.json                            	            10	                10	             10	                       10	         93	             93	          93	                    93	                              373	                                  373	                               373	                                         373	                                456	                                    456	                                 456	                                           456	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13496_QA302_Bandit.d.json                      	             7	                 7	              6	                        6	         46	             46	          42	                    42	                              187	                                  187	                               175	                                         175	                                226	                                    226	                                 211	                                           211	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13405_Ablo.d.json                              	            16	                16	             11	                       11	         96	             96	          75	                    75	                              458	                                  458	                               363	                                         363	                                538	                                    538	                                 427	                                           427	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13391_VolkerGuard.d.json                       	            12	                12	             12	                       12	        103	            103	         103	                   103	                              477	                                  477	                               477	                                         477	                                568	                                    568	                                 568	                                           568	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13383_VolkerGuard.d.json                       	             3	                 3	              3	                        3	         28	             28	          28	                    28	                              139	                                  139	                               139	                                         139	                                164	                                    164	                                 164	                                           164	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13344_Refugee.d.json                           	             1	                 1	              0	                        0	          2	              2	           0	                     0	                                7	                                    7	                                 0	                                           0	                                  8	                                      8	                                   0	                                             0	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13336_Doggo.d.json                             	            10	                10	              9	                        9	         40	             40	          39	                    39	                              196	                                  196	                               189	                                         189	                                226	                                    226	                                 219	                                           219	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13319_FakeBjorn.d.json                         	            24	                24	             20	                       20	        154	            154	         149	                   149	                              643	                                  643	                               617	                                         617	                                773	                                    773	                                 746	                                           746	
Scripts/Content/Story/Dialoge/City/DIA_NONE_13316_FakeBjorn.d.json                         	            22	                21	             18	                       18	        132	            129	         123	                   123	                              598	                                  587	                               563	                                         563	                                708	                                    695	                                 668	                                           668	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11301_Ilse.d.json                              	            69	                69	             54	                       54	        568	            568	         511	                   511	                             2395	                                 2395	                              2159	                                        2159	                               2894	                                   2894	                                2616	                                          2616	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11288_GameMaster.d.json                        	            16	                16	             11	                       11	        107	            107	          93	                    93	                              444	                                  444	                               383	                                         383	                                535	                                    535	                                 465	                                           465	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11270_Hobo.d.json                              	             3	                 3	              1	                        1	         14	             14	           5	                     5	                               49	                                   49	                                15	                                          15	                                 60	                                     60	                                  19	                                            19	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11179_Culus_V2.d.json                          	             3	                 3	              0	                        0	          3	              3	           0	                     0	                               12	                                   12	                                 0	                                           0	                                 12	                                     12	                                   0	                                             0	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11179_Culus_V1.d.json                          	            26	                26	             13	                       13	        107	            107	          82	                    82	                              462	                                  462	                               353	                                         353	                                543	                                    543	                                 422	                                           422	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11179_Culus.d.json                             	            28	                28	             18	                       18	        152	            152	         123	                   123	                              593	                                  593	                               485	                                         485	                                717	                                    717	                                 590	                                           590	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11153_Thug.d.json                              	             3	                 3	              1	                        1	         10	             10	           5	                     5	                               55	                                   55	                                32	                                          32	                                 62	                                     62	                                  36	                                            36	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11152_Thug.d.json                              	             4	                 4	              3	                        3	         20	             20	          18	                    18	                               83	                                   83	                                75	                                          75	                                 99	                                     99	                                  90	                                            90	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11148_Smoker.d.json                            	             3	                 3	              2	                        2	         15	             15	          14	                    14	                               63	                                   63	                                58	                                          58	                                 75	                                     75	                                  70	                                            70	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11115_Refugee.d.json                           	             4	                 4	              3	                        3	         14	             14	          12	                    12	                               64	                                   64	                                55	                                          55	                                 74	                                     74	                                  64	                                            64	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11113_Thug.d.json                              	             2	                 2	              0	                        0	          8	              8	           0	                     0	                               34	                                   34	                                 0	                                           0	                                 40	                                     40	                                   0	                                             0	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11103_Thug.d.json                              	             2	                 2	              2	                        2	         18	             18	          18	                    18	                               73	                                   73	                                73	                                          73	                                 89	                                     89	                                  89	                                            89	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11102_Thug.d.json                              	             2	                 2	              2	                        2	         11	             11	          11	                    11	                               46	                                   46	                                46	                                          46	                                 55	                                     55	                                  55	                                            55	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11073_Thug.d.json                              	             6	                 6	              3	                        3	         21	             21	          17	                    17	                               98	                                   98	                                82	                                          82	                                113	                                    113	                                  96	                                            96	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11070_Thug.d.json                              	             2	                 2	              1	                        1	          3	              3	           1	                     1	                               15	                                   15	                                 8	                                           8	                                 16	                                     16	                                   8	                                             8	
Scripts/Content/Story/Dialoge/City/DIA_NONE_11068_Grayson.d.json                           	           671	               671	            598	                      598	       5994	           5994	        5731	                  5731	                            26582	                                26582	                             25463	                                       25463	                              31919	                                  31919	                               30610	                                         30610	
Scripts/Content/Story/Dialoge/City/DIA_NONE_1004_Huug.d.json                               	           160	               157	            125	                      125	       1084	           1078	        1000	                  1000	                             4617	                                 4599	                              4263	                                        4263	                               5541	                                   5520	                                5138	                                          5138	
Scripts/Content/Story/Dialoge/City/DIA_NONE_10037_Ewald.d.json                             	            48	                48	             38	                       38	        383	            383	         347	                   347	                             1595	                                 1595	                              1459	                                        1459	                               1930	                                   1930	                                1768	                                          1768	
Scripts/Content/Story/Dialoge/City/DIA_NONE_10034_Thug.d.json                              	            19	                18	             11	                       11	        107	            104	          84	                    84	                              456	                                  446	                               358	                                         358	                                544	                                    532	                                 431	                                           431	
Scripts/Content/Story/Dialoge/City/DIA_NONE_100012_Kazeem_Chapter4.d.json                  	            73	                73	             66	                       66	        708	            708	         683	                   683	                             2912	                                 2912	                              2809	                                        2809	                               3547	                                   3547	                                3426	                                          3426	
Scripts/Content/Story/Dialoge/City/DIA_MIL_924_Winstan.d.json                              	           354	               354	            295	                      295	       3253	           3253	        3012	                  3012	                            14183	                                14183	                             13134	                                       13134	                              17082	                                  17082	                               15851	                                         15851	
Scripts/Content/Story/Dialoge/City/DIA_MIL_6402_Guido.d.json                               	             8	                 8	              5	                        5	         24	             24	          21	                    21	                              109	                                  109	                                92	                                          92	                                125	                                    125	                                 108	                                           108	
Scripts/Content/Story/Dialoge/City/DIA_MIL_6394_Militia.d.json                             	             9	                 9	              8	                        8	         56	             56	          55	                    55	                              265	                                  265	                               259	                                         259	                                312	                                    312	                                 306	                                           306	
Scripts/Content/Story/Dialoge/City/DIA_MIL_6385_Sambor.d.json                              	           166	               166	            133	                      133	       1601	           1601	        1430	                  1430	                             6955	                                 6955	                              6245	                                        6245	                               8390	                                   8390	                                7542	                                          7542	
Scripts/Content/Story/Dialoge/City/DIA_MIL_6382_Alcas.d.json                               	            27	                26	             25	                       25	        274	            265	         261	                   261	                             1179	                                 1144	                              1131	                                        1131	                               1426	                                   1383	                                1367	                                          1367	
Scripts/Content/Story/Dialoge/City/DIA_MIL_6371_Duster.d.json                              	           265	               265	            218	                      218	       2208	           2208	        2071	                  2071	                             9666	                                 9666	                              9037	                                        9037	                              11609	                                  11609	                               10890	                                         10890	
Scripts/Content/Story/Dialoge/City/DIA_MIL_6318_Lutz.d.json                                	           459	               459	            380	                      380	       3544	           3544	        3295	                  3295	                            15095	                                15095	                             14044	                                       14044	                              18181	                                  18181	                               16960	                                         16960	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4049_CityGuard.d.json                           	             1	                 1	              0	                        0	          2	              2	           0	                     0	                                7	                                    7	                                 0	                                           0	                                  8	                                      8	                                   0	                                             0	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4048_CityGuard.d.json                           	             1	                 1	              0	                        0	          2	              2	           0	                     0	                                7	                                    7	                                 0	                                           0	                                  8	                                      8	                                   0	                                             0	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4047_PRISONGUARD.d.json                         	             8	                 8	              4	                        4	         48	             48	          39	                    39	                              227	                                  227	                               176	                                         176	                                267	                                    267	                                 211	                                           211	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4045_Logar.d.json                               	            48	                48	             44	                       44	        390	            390	         377	                   377	                             1640	                                 1640	                              1593	                                        1593	                               1982	                                   1982	                                1926	                                          1926	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4044_Sall.d.json                                	           124	               124	             97	                       97	       1110	           1110	        1011	                  1011	                             4834	                                 4834	                              4361	                                        4361	                               5822	                                   5822	                                5277	                                          5277	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4042_Recruit.d.json                             	             4	                 4	              3	                        3	         13	             13	          11	                    11	                               62	                                   62	                                52	                                          52	                                 71	                                     71	                                  60	                                            60	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4041_Recruit.d.json                             	             4	                 4	              0	                        0	         13	             13	           0	                     0	                               62	                                   62	                                 0	                                           0	                                 71	                                     71	                                   0	                                             0	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4040_Recruit.d.json                             	             5	                 5	              2	                        2	         29	             29	          16	                    16	                              117	                                  117	                                53	                                          53	                                141	                                    141	                                  67	                                            67	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4040_Cabi.d.json                                	            35	                35	             26	                       26	        285	            285	         263	                   263	                             1260	                                 1260	                              1164	                                        1164	                               1511	                                   1511	                                1402	                                          1402	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4022_GateGuard.d.json                           	            33	                33	             27	                       27	        289	            289	         275	                   275	                             1159	                                 1159	                              1100	                                        1100	                               1415	                                   1415	                                1348	                                          1348	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4021_GateGuard.d.json                           	            62	                61	             42	                       42	        536	            534	         405	                   405	                             2239	                                 2233	                              1686	                                        1686	                               2713	                                   2706	                                2049	                                          2049	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4017_Arwid_KQ402.d.json                         	           168	               168	            138	                      138	       1177	           1177	        1097	                  1097	                             4977	                                 4977	                              4637	                                        4637	                               5986	                                   5986	                                5596	                                          5596	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4017_Arwid.d.json                               	           263	               262	            209	                      209	       2187	           2186	        1996	                  1996	                             9390	                                 9385	                              8586	                                        8586	                              11314	                                  11309	                               10373	                                         10373	
Scripts/Content/Story/Dialoge/City/DIA_MIL_4016_Wegar.d.json                               	           548	               546	            446	                      446	       4635	           4628	        4359	                  4359	                            19936	                                19906	                             18720	                                       18720	                              24027	                                  23992	                               22637	                                         22637	
